"b_id","u_id","name","full_addr","txt","r_date","stars"
"Dq6g0ubf267tWRU4BSk44A","BZx0Spj4ljD5Fi-ZbMB0pQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I have flown 3,000+ miles to eat at LuLu's.

OK, that's not exactly true.  BUT I am from Pittsburgh.  I went to college at Carnegie Mellon.  I ate here a LOT in college and whenever I go home to visit I insist we eat here - multiple times.  I have dragged my husband and son here up to 3 times in a week-long visit.

We still have a few college friends in the area so there is still the chance to meet at LuLu's and really make it feel like old times.  I love the food but I will admit part of the appeal is that chance to relieve one's prime...  who knows.

I love their pho (either with chicken or veggies/tofu) and their thai curry chicken (either with chicken or tofu).  They have no problem making either one without onions - good for me because I am picky.

Love their fried red bean won tons.

Love their bubble drinks which I think are fairly new - they didn't have those when i was in college.  

Love their slightly engrishy menu - I think it's the hot and sour soup where they claim ""And wow!  is it good?""

Love the goofy pictures on the walls of the kids and noodles - wonder what those kids are up to now?  So weird to go there and know they're getting old just like the rest of us but there they are, young and covered in noodles.

Good times, good food.  Yeah the service can suck - we call it the LuLu's experience to note how the food never all comes out at one time so one person will be finishing as another is just getting their food - and if you ask for water to drink, it tastes like it came out of the hose.  But I love LuLus and no trip to Pittsburgh would be complete without at least one meal there.","2007-12-29",5
"Dq6g0ubf267tWRU4BSk44A","o-cWF6xObzw1J4Ae37VRVQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I don't know why Lulu's is so popular. The food over all just isn't that authentic or tasty. That said, I kind of like the beef chow fun, which besides being sort of oily still tastes decently good. 
If you like singapore rice noodles (with the curry and chicken and pork), I would compare it with Orient Express. 
Oh, and they own the Asiana in CMU, which is fine if you are in a hurry and can't leave campus but generally not so great. The kim chi is subpar. I like the canned grass jelly and guava juice though...

Whatever you do, don't get the Pho, it doesn't taste like pho, it doesn't even taste good. 

They have bubble tea. Some people don't like Taro chunks in theirs. I don't mind them but I also prefer Orient Express's Taro tea anyway.

If you consider Lulu's to be a good asian restaurant, I can't argue with your taste buds. But I will urge you to try Rose Tea Cafe or Kamei and allow your tastes to expand a little.","2008-01-17",1
"Dq6g0ubf267tWRU4BSk44A","kuUHbI4S6N1TEtdRDOHajA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Worth the money, but not too great.  All of the dishes were less than 10 dollars, and the portions are really big.  However, what you get is basically a bowl of noodles with very few vegetables and meat.  If you're looking for a cheap, filling meal this is a great place.  If you want good Asian food, look elsewhere.","2008-03-08",3
"Dq6g0ubf267tWRU4BSk44A","hFhHmfwRPkN81NJZkrnRjQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","This place is beyond non-authentic. 

I had one of the worst meals in Pittsburgh at Lulu's. 

If you must persist in your folly by continuing to go to Lulu's, DO NOT order the Thai Beef Basil. It was disgusting. They used beef that had been clearly tenderized in some sort of acid(probably pineapple juice). It also had canned tomatoes, and no basil. The kicker was that the sauce they cooked it in was, without a doubt, KETCHUP.  OH MY GAWD! And supposedly Asians actually work at and own this restaurant!?!?

You know there are many ways you can bastardize food, but sometimes it can taste not so bad, even pretty good. However not in this case. 

It was an complete abomination. These people need to give back their Asian membership card right now.","2008-05-17",1
"Dq6g0ubf267tWRU4BSk44A","FVttUVAuXDnS6YKj3ji0yg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's has great american-asian food.  It bring lots of great dishes from many cultures.  The plates are large, but still priced for single persons.  So you don't have to share a dish ever.  The Dr. Foo's Special is a really awesome popular dish, I get it about every time I go.  You have to mix in the Dr. Foo's Special sauce.  The Pad Thai and the Spicy Sechewan are good dishes too.  Their appetizers are good and cheap too. 
 I would recommend going here over Oriental Express every day unless you are in a hurry.  Lulu's service can be horrible sometimes.  Once the waitress didn't realize she was our waitress and left us sitting there for 15 minutes.
 Lulu's does have the best bubble tea in Pittsburgh though.  I like Classic the most.  But I figured out the smoothies are the best bang for your buck because they aren't 50% ice like the bubble teas sometimes are.
  I usually spend $12 on meal, bubble tea, tip and tax.","2008-05-18",4
"Dq6g0ubf267tWRU4BSk44A","10dhZs996tBtJq2nd_mcRg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","lulu's is to asian food as cleveland is to pittsburgh.


eh, that doesn't completely make sense, but neither does the crowd at this place.","2008-05-19",2
"Dq6g0ubf267tWRU4BSk44A","QE6vmJ3_MiBZD2o6uN1ZAQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Great prices, average to terrible food. You get what you pay for. Avoid the Pho, it's not even close to real Pho!","2008-05-27",2
"Dq6g0ubf267tWRU4BSk44A","vzsOAKXrKtBlhGRkFfRKrw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's is the first off-campus restaurant I remember going to upon arriving in Pittsburgh, and it  holds so many fond memories, which is why I'm adding an extra star to this review. What would Craig Street be without Lulu's? Heck, what would PITTSBURGH be without it? They have a range of different menu items, but I mainly stuck with their noodle dishes. Love their beef lo mein and their crab rangoons. The owner, Mr. Yan, is the nicest guy ever, and graciously helped out the student organization I was a part of when we ran a bubble tea fundraiser to help Hurricane Katrina victims. I actually came to him second, after the mean lady at Rose Tea refused to help us out.","2008-07-22",4
"Dq6g0ubf267tWRU4BSk44A","0dOIBpvjn90hr_56Zi178g","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I lived across the street from Lulu's for three years. Even though most of their food are Americanized, they do have a few selections that are pretty authentic. Their Hong Kong Beef Chow Fun tastes just like the stuff my mom used to make, although a bit on the greasier side. Their Singapore Mei Fun and Java Fried Rice were staples for me here. If I were judging them based solely on these three dishes I would give them four stars, however it took me a few tries before I found what was good there.","2008-08-18",3
"Dq6g0ubf267tWRU4BSk44A","FMMzVWRI7a_pa3ZGSAIbBQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Sunday lunch at Lulu's - after working in Oakland for two years and eating there only during weekdays at lunch, who knew that Lulu's actually has sit-down service during the daytime? I didn't, that's for sure, so I was surprised to see a bit of a line forming near the entrance at 1:30 on a Sunday.

No problem, as we were seated within a few minutes of our arrival.

Now you don't go to Lulu's for good service. You don't go to Lulu's for the dining ""experience"" that other restaurants offer. You probably don't go expecting an ""authentic"" menu. You go for tasty food, served quickly and hot. 

Spicy basil noodles with chicken, on this visit, hit the spot just as they have on every other visit I've made. In fact, I love it so much that I hate to order anything else from the menu because I'm afraid to miss out on the vermicelli noodles steaming with carrots, snow peas, red and green peppers, etc. The sauce is sweet and salty, and could be spicier but I'm afraid to doctor up the plate with the red pepper sauce they have on each table for fear of ruining the dish.

The crowd is nice on a Sunday, relaxed but not lethargic. Our server was polite, took our orders quickly, and stopped once during our meal to make sure everything was ok. 

A word about takeout - I've only ordered it once from Lulu's and it was a remarkable disappointment. The food took forever to come out (30 minutes or so) and the balance of noodles to sauce to veggies and chicken was off because it was prepared in the to-go container rather than on a plate. I learned my lesson and now I'll only dine in.","2008-08-24",4
"Dq6g0ubf267tWRU4BSk44A","_ZuylBniwr0G3xoZ5-IhNw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lu Lu's has very affordable and very tasty food that always leaves me stuffed. The service is good, but parking is a pain. A nice bonus is that nearly all entr","2008-12-22",4
"Dq6g0ubf267tWRU4BSk44A","-V4cUmLyjk6Cv3hS0jw3hw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I went to LuLu's dozens of times during my undergrad at CMU.  Basically, it is cheap with decent portions and the food is pretty good if you get the right dish.  Stick to the noodle dishes and you will be good. Most of the time I stuck with the Chow Fun Beef.

Are there better places? Certainly - try Rose Tea Cafe in Squirrel Hill.  But for price it is pretty good.","2009-01-04",4
"Dq6g0ubf267tWRU4BSk44A","FLxgiNF9rsiXR-zbEcWBRQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's is a good place to grab a decent lunch with friends. noodles are okay, i always order the chow fun, but other noodles are good. i would not recommend getting anything that is too traditional such as pho as it will not live up to the standards of anyone who really knows what it's suppose to be like. the thai tea is good as well, so overall give it a try its good for its location to schools and in comparison to other asian food spots.","2009-01-06",3
"Dq6g0ubf267tWRU4BSk44A","qpsmIUCPF9QgXJHx7JJbRQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I feel for the reviewers who think Lulu's is worth 5 stars.

The noodles here are edible, three-star college area food. The bubble tea is tasty although I do belong to the group of people who prefer not to have chunky taro bits in the drink. I've never even considered asking for it without the bits because the service here is horrible. 

This joint a great example of the many Pittsburgh businesses who have not yet realized that the demographic of the city is changing. Debit and credit cards are not a fancy new invention that can be ignored at will. Don't want to take my debit card at 4pm? (hey, I'm not longer breaking your asinine lunch rule) Have shitty rude staff who will actually ignore me while trying to pay for my meal because they don't want to run the card? I'll be eating somewhere else. Food isn't worth the b.s.","2009-03-19",1
"Dq6g0ubf267tWRU4BSk44A","-MYR5ESzc2yfaWxL343xpQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Service: 2.5 stars (out of 5)
Food: 2.5 stars
Price: 4 stars (easily under $10/person)
Atmosphere: 1 stars (unless you like shouting and being cold)

A number of people have said that this a great place for college students to get decent cheap food. I completely concur. My low marks come from the fact that I don't want food that is just ""decent"" or ""cheap"". I want it to be tasty and I'm willing to pay for that! Also, it felt like a college cafeteria: the stereo was loudly playing poppy dance, hip-hop, and rock songs. So I'm getting a whole bunch of pop lyrics layered with everyone around me shouting over the music. I could barely hear my wife right across the table. There seemed to be a cool breeze blowing across my legs from somewhere. Perhaps it was from the 8 inch hole in the wall behind us. 

The food was greasy, yet satisfying. The white rice was a bit chewier than I like it. At least the tea was tasty and stayed nice and hot.","2009-04-04",3
"Dq6g0ubf267tWRU4BSk44A","d7W8pfj3LCy7mf9C23kITw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I had lunch at Lulu's today after St. Paul's Easter mass, only as a last resort because Crepes Parisiennes and Eat Unique were both closed for the day.  I had two bad experiences at Lulu's before, but that was about a year ago, and I was hungry.  The memories of past horrible food had faded gently in my mind, and I was feeling forgiving.  

Big mistake.

I ordered the BBQ pork noodle bowl, and Bob the Boyfriend ordered ramen.  The food came out fast enough, so no complaints there.  But from the first bite, it was clear that things had gone horribly awry.  The pork on top of the bowl looked and tasted like something a dog would gnaw on, tough, dry, and very salty.  Underneath, my noodles were completely unseasoned, just rice vermicelli with nothing else to speak of.  

As for the boyfriend, Bob's ramen was technically ramen, I guess, since the noodles were ramen noodles.  But instead of a savory beef or pork broth, his noodles were backstroking in miso.  While this is weird and cheap-ass of them, I can't complain, since the broth was clearly described as 'miso' on the menu.  But the real problem was the miso broth itself.  The amount of miso in it made my tongue curl.  It was so salty it was almost inedible.

When the waitress asked me if everything was OK, I told her plainly about the dry pork and the bland noodles, and she said ""Yup, that's the way it comes.""  I was stunned and didn't know what to say, so I asked her to suggest something else.  She recommended the Singapore rice noodles.  

The Singapore noodles came out after a short wait, and the noodle bowl mercifully disappeared.  But then the new noodles were so heavily spiced that they were (again) almost inedible.  Certainly not bland this time, though!  I have to wonder if they were messing with me.  Finally, we asked for to go boxes and high tailed it out of there.  It was a depressing, bad experience.

Other notes: The atmosphere is horrid (loud music, completely crowded), and the waitstaff is aloof, almost bitchy.

I'm aware that this review has turned into a bit of a rant.  The fact is, as I mentioned earlier, I've had two bad experiences there before.  I'll spare you the details.  I am hoping this review will serve as a reminder to myself in the future: Erin, it doesn't matter how hungry you are or how much people try to talk you into Lulu's.  Don't cave.  Hold out for Rose Tea or anything, really--anything else.  DON'T DO IT.","2009-04-12",1
"Dq6g0ubf267tWRU4BSk44A","3aBPX1nfUeQhm4JvQKLjEA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","As a Singaporean who stays in Pittsburgh for 5 years... I'm always trying to look out for decent Chinese food especially around campus area.  

I dont hate lulu but some of their dishes can be really bad. I always wonder why every chinese eateries has Singapore rice noodles on their menu? Where did this come from??? JUST Don't ever order Singapore rice noodles anywhere including lulu. There is absolutely nothing ""Singaporean"" in that plate. It's so horrible. And I swear that you can't find it in Singapore.

Lulu's really not fantastic. But I go there because it's near to school. And at least they have some decent dishes. Their yong chow fried rice or Korean fried rice  are quite tasty, a little on the oily side but it taste great. Other than this I don't eat any other dishes from there.","2009-04-29",2
"Dq6g0ubf267tWRU4BSk44A","hYaLWF-gCxMMsTEMTMw-sQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I think the trick to getting non-chunky taro bubble tea here is to request it as a smoothie--which, not surprisingly, means upping the price.  

If you're in Oakland and in the mood for some greasy noodles (sometimes I actually am), Lulu's can be all right.  The menu is pretty clear on which dishes can be made vegetarian, which I appreciated.  I don't really expect authenticity with a Pan-Asian place, so I'd go with dishes that are less ""traditional,"" like the chow fun or the pan-fried noodles.  Big portions, pretty fast.

Don't think I need to mention the service here--other people have covered that.  It'd be nice, though, if when you ordered the taro bubble tea (non-smoothie), that they'd warn you that the drink came with taro bits.  I've never had a taro bubble tea anywhere else that wasn't smooth (other than the boba).  But I guess I shouldn't expect that, given the general quality of service here.","2009-05-03",2
"Dq6g0ubf267tWRU4BSk44A","Bmk46CeiMrga526ZX0eXsQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","This was one among the first places i visited,when i attended CMU.It's located on Craig St,and gives you a chance to jump to someother restaurant if you don't like it.But i am sure you wouldn't have done that,the food is good and i am a great fan of their noodle bowls.Their chicken dishes are yummy and my friend did complaint that she found shrimps in her veggie plate,so watch out for that!!
   I do end up going there for lunch or dinner,as its a walking distance from CMU.And yes the name again attracted me.Has anyoneswatched the cartoon ""Little Lulu""??  Then watch it and all you would sing is ""Little lulu little lulu.."".It would actually be weird+hilarious if they played that cartoon in this place.Three cheers to Lulu!!!!

-Smriti","2009-06-10",4
"Dq6g0ubf267tWRU4BSk44A","9bPtL84YpUVcPonDArowhg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Is what it is.

Better, fresher, cheaper, and more filling then any fast Asian-based food place.

Not authentic, but it's not the type of place to go where you expect authentic, so all-in-all, I do indeed like it.","2009-06-11",3
"Dq6g0ubf267tWRU4BSk44A","Dcfq4ruNe5WMU7W4eCU55w","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","dear lulu, 

what's happened to you? you used to be *the* refuge for my asian food fix but your food leaves something to be desired lately.  dr fu's noodles has way too much salt; noodle bowls are only ok (you're a noodle place, after all - no excuses for being less than stellar), the bibimbop looks like a medley of canned products and tastes like it.

i really *want* to like you...you do have a great menu selection, terrific drinks, very cool vibe, great location and efficient waitstaff but something in the kitchen really needs to change, please, please?

i hate to say but...it's not me, it's you.","2009-07-14",1
"Dq6g0ubf267tWRU4BSk44A","Enzdhh-rV5JgC4lgg0IdFw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Great food & an interesting little joint. Very popular among Pitt students.  Only 4 stars bc service is regularly pretty bad.  The food still makes it worth the $ of admission.","2009-07-21",4
"Dq6g0ubf267tWRU4BSk44A","2dPczdn8E_UhMlBPEyynvw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulu's serves pretty bad food but they have a genius business model.  

All they did was take the normal chinese food distribution model--those tiny bits of pork with the red outside and brown inside, general tso's fried maxo, greasy noodles--but glazed it over with a bit more of a college aesthetic.  You know, a menu with a bigger font, pop music blasting (which is actually kind of great), and non-drab, colorful decor. 

Service is slow, like your momma slow.","2009-08-30",2
"Dq6g0ubf267tWRU4BSk44A","j3uSQ7JyBzm8R5WM-XBJRw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Lulus Noodles is a great place to eat with good quick food. The staff (especially Anetti) is extremely friendly and will welcome you by name if you are a frequent visitor. 

Hands down, their bubble tea smoothies are the best i have ever had. I've had quite a few in the area and various cities, and theirs is still my favorite!","2009-08-31",5
"Dq6g0ubf267tWRU4BSk44A","zsGf7wVMJrUPwUqhXH5KwA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Food is kinda tired - but not as tired as the people that work there.  
Everyone who works here has soo much attitude its beyond belief.

1.  Get over yourself
2.  The pho is horrible
3.  Horrible Horrible music

Life is too short to be rude all the time.  I actually stopped going there because everyone who works there is sooo rude & all I order is takeout...","2009-10-19",1
"Dq6g0ubf267tWRU4BSk44A","Y7OwT3ncNZitcntr6gRsAA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","LuLu's is a fave of the University crowd in Pittsburgh, because it's convenient to several of the neaby schools, it's cheap, and it's good.  It's noisy and filled with the 20-somethings you would expect to find in a college town, but there were indeed enough of those of us who are, let's say -- not-a-20-something -- to feel comfortable, 

Menu has lots of choices that are familiar asian fare, and they are apparently known for their noodle dishes.  Hubby and I decided on a pork and chicken entree respectively, which were both surprisingly good, considering how inexpensive they were.  You also get more than enough food to satisfy a ravinous appetite, which we both had.  The ""kids"" had the General Tso chicken and a terriyake chicken dish which they proclaimed were deelish!

LuLu's also had a nice selection of fruit smoothie style drinks, and they looked yummy.  Atmosphere is a litte frantic and the place is quite noisy, so it's not the place for a date, but if you are hungry, don't have a lot of dough and want something quick and tasty, LuLu's is a very good bet!","2009-11-09",3
"Dq6g0ubf267tWRU4BSk44A","9wx342VDtLA-5hM24zLdvQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Food is meh... the noodles are just ok, I've never really been a fan. This place gets busy during lunch/dinner times, and it gets really loud. Some people swear by Lulu's, but I'd much rather go to Little Asia (right across the street).

Why this gets an extra star in my book: the bubble tea! Yummm. Not ""great"" bubble tea for boba connoisseurs out there, but I definitely got hooked. Over the summer, I had bubble tea here 2-5 times a week (yikes!) My favorite: mango ice with bubbles and no sugar. Request no sugar if you don't want to be overwhelmed by sweetness! It's really good as it is. They use fresh fruit and everything. The smoothies are a little too heavy IMHO because they mix in icecream, but the ices are so good, especially on a hot day. And the bubbles are so fun to chew on! Anyway, I was so happy to find this after trying the bubble tea at Orient Express, which is definitely inferior (& more expensive).","2009-11-22",3
"Dq6g0ubf267tWRU4BSk44A","jwKgiDjVEC8DPjG5NTGllg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Good noodle bowls, very bad curry. The menu is huge and is all over the place with chinese/japanese/thai dishes, so it's always a hit or miss unless you're getting something you had before. Crab rangoon was bad, it consisted of only sweet cream cheese... where were the crab stick pieces??

The bubble tea is great: soft, chewy tapioca and a few different flavors to choose from. The coconut milkshake I tried was also really good.

The ambiance is like a school cafeteria, lots of tables, not very clean and pretty bare, the noise travels well here.","2009-11-26",3
"Dq6g0ubf267tWRU4BSk44A","UJDyOCp9mQJo9Xe95D7gTA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","The current 3 star average is about right. 

I have not had the bubble tea here on any of my visits so I cannot comment on that. It seems to be a popular item though. 

The noodles are only ok. I've been somewhat all over the menu: pho, pad thai, fried noodles / lo mein. Decent for the speed and feel of a restaurant like this, but nothing stellar.","2009-12-02",3
"Dq6g0ubf267tWRU4BSk44A","tRthfW7lXVjOQvB3PmRskw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Their Hot and Sour soup is made, as they say, with a lot of different ingredients. They aren't kidding, the soup is phenomenal. I finished a soup to go and I literally want to drive all the way back and get more.

I also had the Spicy Basil noodle plate. It was okay; it was a very large dish and very full of noodles. I wasn't all too impressed, but it was very filling.","2009-12-27",4
"Dq6g0ubf267tWRU4BSk44A","J8TnuXdax7L05-0s9GIxYw","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Really good crab rangoons.  Lots of choices of bubble tea.
I almost always get the Signapore rice noodles or the Pad Thai.

Since it's in Oakland, you're going to see quite a few students.  Sometimes it can be noisy during busy hours.","2009-12-29",4
"Dq6g0ubf267tWRU4BSk44A","4cW3iQW6JD1C8VxYP0eyXg","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Yuck, yuck, yuck. Awful 90's decor, worse music of all eras, curt service and terrible food. I had the Spicy Basil noodle plate which tasted like Ragu on rice noodles. Cannot remember what my companion ordered but it tasted strange and made me glad for my own dish. Veggies from cans and packages. Chairs, Nasa rejects? I'm pretty sure the busboy is a serial killer.","2010-01-08",1
"Dq6g0ubf267tWRU4BSk44A","_9beaBsTOs0WxM4miwbmow","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Hmm.  Why do people eat here? 

I guess they get their 1 star for convenience...  Other than that, *shrug*.  Though I never had their bubble tea.","2010-01-20",1
"Dq6g0ubf267tWRU4BSk44A","RCLg2E2hvPTtBrVPtxCk-w","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Blek! Not only did the server take 15+ minutes to take our order, I had a crusty fork, and the salt shaker on our table had a dried noodle attached to it. I've had way better Asian food, and worked in Irvine, CA for ten years, so my standards are high, admittedly. My Ma Po Tofu tasted like it came out of a can. My friend's veggie Pho had bland soup base, and canned mushrooms, that's a killer for me right there.

If you want really good Pho, go to Tram's or Pho Mihn on Penn in Lawrenceville. For suburb sushi, try Chaya in Sq. Hill. And for good Korean, go to Sushi Kim's in the Strip.  In fact, I think any Asian place in Pittsburgh, would be better than going here. 

Or just save a few bucks, and get a package of Ramen at the grocery store and add an egg to it. Even that's better than the so called noodles at Lu Lu's!","2010-02-14",1
"Dq6g0ubf267tWRU4BSk44A","0r9yLQkxwcdutak6uKiCaQ","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","Nice place.. super-convenient for CMU people
Food quality tends to vary.. but I have had some really good meals here
Vegetarian friendly... and awesome bubble-teas
In terms of service, its like a campus restaurant.. which isn't really a problem for most of us","2010-03-05",4
"Dq6g0ubf267tWRU4BSk44A","3Q0hhjtH3NwXHsgB253pIA","Lulu's Noodles","400 S Craig St
Oakland
Pittsburgh, PA 15213","I go here regularly for their Pad Thai or their Chicken Lo Mein. The food is consistently pretty good. But aside from one nice person I know personally, their staff is often unfriendly. I usually just order take-out because of the vibe.","2010-03-28",3
